Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.589561e+001  6.962434e+001  0.000000e+000  1.902328e+001  7.248000e+000  19.837482
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.527128e+001  6.908399e+001  0.000000e+000  1.904529e+001  7.142000e+000  19.990590
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.167510e+001  6.607184e+001  0.000000e+000  1.831246e+001  7.290800e+000  19.975391
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  8.689320e+001  6.225492e+001  0.000000e+000  1.697608e+001  7.662200e+000  19.536716
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  7.553375e+001  5.245968e+001  0.000000e+000  1.421137e+001  8.862700e+000  18.814591
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  6.365041e+001  4.166423e+001  0.000000e+000  1.162118e+001  1.036500e+001  18.257819
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  4.449362e+001  2.535034e+001  0.000000e+000  6.315282e+000  1.282800e+001  14.193678
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.864325e+001  6.962434e+001  0.000000e+000  2.177091e+001  7.248000e+000  22.070352
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.947786e+001  6.962434e+001  0.000000e+000  2.260552e+001  7.248000e+000  22.724172
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.923829e+001  6.962434e+001  0.000000e+000  2.236596e+001  7.248000e+000  22.537627
Target Albedo = 0.650000    Background Albedo = 0.650000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.807620e+001  6.962434e+001  0.000000e+000  2.120386e+001  7.248000e+000  21.619785
