      29500   0.000594   1.7e-005   0.000611
      29000   0.001222   3.7e-005   0.001259
      28500   0.001886     6e-005   0.001946
      28000   0.002589   8.6e-005   0.002675
      27500   0.003334   0.000116   0.003449
      27000   0.004121    0.00015   0.004271
      26500   0.004955   0.000189   0.005144
      26000   0.005836   0.000234   0.006071
      25500   0.006771   0.000286   0.007057
      25000   0.007759   0.000345   0.008105
      24500   0.008796   0.000416   0.009212
      24000   0.009871   0.000503   0.010374
      23500   0.010987   0.000609   0.011597
      23000   0.012145   0.000741   0.012886
      22500   0.013341   0.000899    0.01424
      22000    0.01457   0.001087   0.015656
      21500    0.01582     0.0013    0.01712
      21000   0.017083   0.001533   0.018616
      20500   0.018366   0.001787   0.020153
      20000   0.019678   0.002061   0.021739
      19500   0.021002   0.002345   0.023347
      19000   0.022321   0.002628   0.024949
      18500   0.023638   0.002903    0.02654
      18000   0.024957   0.003162   0.028119
      17500   0.026273   0.003402   0.029675
      17000   0.027585   0.003621   0.031206
      16500   0.028895   0.003821   0.032717
      16000   0.030211   0.004012   0.034223
      15500   0.031538   0.004199   0.035736
      15000    0.03289   0.004389   0.037279
      14500   0.034276   0.004586   0.038862
      14000    0.03571   0.004794   0.040505
      13500   0.037197   0.005017   0.042215
      13000   0.038744   0.005259   0.044003
      12500   0.040363   0.005523   0.045887
      12000   0.042069   0.005818   0.047888
      11500   0.043856   0.006147   0.050003
      11000   0.045723   0.006514   0.052237
      10500   0.047655   0.006943   0.054598
      10000   0.049649   0.007456   0.057105
       9500   0.051715    0.00808   0.059795
       9000   0.053875    0.00887   0.062744
       8500   0.056132   0.009907   0.066039
       8000   0.058496   0.011317   0.069814
       7500    0.06098   0.013236   0.074216
       7000   0.063599   0.015845   0.079444
       6500    0.06636   0.019043   0.085403
       6000   0.069269     0.0226   0.091869
       5500   0.072336   0.026532   0.098868
       5000    0.07557   0.030854   0.106423
       4500   0.078977   0.036257   0.115234
       4000   0.082566   0.043872   0.126439
       3500   0.086344   0.054439   0.140783
       3000   0.090324   0.068888   0.159213
       2500   0.094512   0.089279   0.183791
       2000   0.098917   0.116793    0.21571
       1500   0.103545   0.247994   0.351539
       1000   0.108402    1.71746    1.82587
        500   0.113495    5.61564    5.72914
          0   0.118485    9.51409    9.63258
