      29500   0.000303   1.9e-005   0.000322
      29000   0.000625   4.2e-005   0.000667
      28500   0.000968   6.7e-005   0.001035
      28000   0.001333   9.7e-005    0.00143
      27500   0.001721    0.00013   0.001852
      27000   0.002136   0.000169   0.002305
      26500   0.002577   0.000213    0.00279
      26000   0.003048   0.000263   0.003311
      25500   0.003549   0.000322   0.003871
      25000   0.004084   0.000389   0.004472
      24500    0.00465   0.000468   0.005118
      24000   0.005247   0.000565   0.005812
      23500   0.005876   0.000685   0.006561
      23000   0.006541   0.000833   0.007374
      22500   0.007241   0.001011   0.008252
      22000   0.007977   0.001222   0.009199
      21500   0.008748   0.001461    0.01021
      21000   0.009554   0.001723   0.011277
      20500     0.0104   0.002008   0.012408
      20000    0.01129   0.002316   0.013607
      19500   0.012223   0.002636   0.014859
      19000   0.013196   0.002954    0.01615
      18500   0.014212   0.003262   0.017474
      18000   0.015278   0.003554   0.018832
      17500   0.016395   0.003824   0.020219
      17000   0.017568   0.004069   0.021637
      16500     0.0188   0.004295   0.023095
      16000   0.020101   0.004509    0.02461
      15500   0.021477   0.004719   0.026196
      15000   0.022939   0.004933   0.027872
      14500   0.024496   0.005154    0.02965
      14000   0.026158   0.005388   0.031547
      13500   0.027936   0.005639   0.033575
      13000    0.02984    0.00591    0.03575
      12500   0.031884   0.006207   0.038091
      12000   0.034081   0.006539   0.040619
      11500   0.036438   0.006908   0.043347
      11000   0.038969    0.00732   0.046289
      10500   0.041662   0.007802   0.049464
      10000   0.044511   0.008374   0.052885
       9500   0.047526    0.00907   0.056596
       9000   0.050719    0.00995   0.060669
       8500   0.054099   0.011105   0.065204
       8000   0.057677   0.012677   0.070354
       7500   0.061462   0.014816   0.076278
       7000   0.065469   0.017723   0.083192
       6500   0.069708   0.021287   0.090994
       6000   0.074188   0.025251   0.099439
       5500    0.07892   0.029634   0.108554
       5000   0.083919   0.034449   0.118369
       4500   0.089194   0.040471   0.129664
       4000   0.094757   0.048958   0.143715
       3500   0.100621   0.060733   0.161354
       3000   0.106799   0.076837   0.183636
       2500   0.113305   0.098629   0.211934
       2000   0.120152   0.126495   0.246647
       1500   0.127352   0.256972   0.384324
       1000   0.134918    1.71833    1.85325
        500    0.14286    5.59498    5.73784
          0   0.151304    9.47166    9.62296
