      29500   0.000345   1.9e-005   0.000363
      29000    0.00071   4.1e-005   0.000751
      28500   0.001098   6.6e-005   0.001164
      28000   0.001511   9.4e-005   0.001605
      27500   0.001948   0.000127   0.002076
      27000   0.002414   0.000165   0.002579
      26500   0.002908   0.000209   0.003116
      26000   0.003433   0.000258   0.003691
      25500   0.003991   0.000315   0.004307
      25000   0.004585   0.000381   0.004966
      24500   0.005211   0.000459    0.00567
      24000   0.005868   0.000555   0.006422
      23500   0.006556   0.000672   0.007229
      23000    0.00728   0.000817   0.008097
      22500   0.008038   0.000992    0.00903
      22000    0.00883   0.001199   0.010029
      21500   0.009655   0.001434   0.011089
      21000    0.01051   0.001691   0.012201
      20500     0.0114    0.00197    0.01337
      20000   0.012331   0.002273   0.014604
      19500   0.013298   0.002587   0.015885
      19000   0.014297   0.002899   0.017197
      18500   0.015333   0.003202   0.018534
      18000   0.016409   0.003488   0.019897
      17500   0.017527   0.003753    0.02128
      17000    0.01869   0.003994   0.022683
      16500   0.019902   0.004215   0.024117
      16000   0.021171   0.004425   0.025597
      15500   0.022503   0.004632   0.027135
      15000   0.023911   0.004841   0.028752
      14500     0.0254   0.005058   0.030459
      14000   0.026985   0.005288   0.032273
      13500   0.028672   0.005534   0.034207
      13000   0.030474     0.0058   0.036274
      12500   0.032401   0.006092   0.038494
      12000   0.034468   0.006417   0.040886
      11500   0.036682    0.00678   0.043462
      11000   0.039051   0.007185   0.046236
      10500   0.041566   0.007657   0.049224
      10000    0.04422    0.00822    0.05244
       9500   0.047023   0.008904   0.055927
       9000    0.04999   0.009768   0.059758
       8500   0.053127   0.010904   0.064031
       8000   0.056445   0.012449   0.068893
       7500   0.059955    0.01455   0.074506
       7000   0.063672   0.017408    0.08108
       6500   0.067604    0.02091   0.088514
       6000   0.071761   0.024806   0.096567
       5500   0.076157   0.029113    0.10527
       5000   0.080804   0.033846   0.114649
       4500   0.085711   0.039763   0.125474
       4000   0.090893   0.048104   0.138998
       3500   0.096362   0.059677   0.156039
       3000   0.102135   0.075503   0.177637
       2500    0.10823    0.09706    0.20529
       2000   0.114662   0.124869   0.239531
       1500   0.121449   0.255478   0.376927
       1000   0.128589    1.71832    1.84691
        500   0.136118    5.59891    5.73503
          0   0.144208    9.47951    9.62372
