      29500   0.000668   1.7e-005   0.000684
      29000   0.001374   3.5e-005   0.001409
      28500   0.002121   5.7e-005   0.002178
      28000   0.002911   8.1e-005   0.002992
      27500   0.003745   0.000109   0.003855
      27000   0.004628   0.000142    0.00477
      26500   0.005561   0.000179    0.00574
      26000   0.006548   0.000221    0.00677
      25500   0.007593    0.00027   0.007863
      25000   0.008697   0.000326   0.009023
      24500   0.009853   0.000393   0.010246
      24000    0.01105   0.000475   0.011525
      23500    0.01229   0.000576   0.012865
      23000   0.013573     0.0007   0.014273
      22500   0.014895   0.000849   0.015744
      22000   0.016249   0.001026   0.017275
      21500   0.017623   0.001227    0.01885
      21000   0.019003   0.001447    0.02045
      20500   0.020398   0.001686   0.022085
      20000   0.021819   0.001945   0.023764
      19500   0.023243   0.002214   0.025457
      19000   0.024654   0.002481   0.027135
      18500    0.02605    0.00274    0.02879
      18000   0.027438   0.002985   0.030423
      17500   0.028809   0.003212   0.032021
      17000   0.030164   0.003418   0.033582
      16500     0.0315   0.003607   0.035108
      16000   0.032827   0.003787   0.036614
      15500    0.03415   0.003964   0.038114
      15000   0.035484   0.004143   0.039627
      14500   0.036839   0.004329   0.041168
      14000   0.038227   0.004526   0.042753
      13500   0.039653   0.004736    0.04439
      13000   0.041125   0.004964   0.046089
      12500   0.042653   0.005214   0.047867
      12000   0.044253   0.005492   0.049745
      11500   0.045915   0.005802   0.051717
      11000   0.047636   0.006148   0.053785
      10500     0.0494   0.006554   0.055954
      10000   0.051203    0.00704   0.058244
       9500   0.053057   0.007633    0.06069
       9000   0.054987   0.008382    0.06337
       8500   0.056994   0.009366    0.06636
       8000   0.059087   0.010705   0.069792
       7500    0.06128   0.012526   0.073806
       7000   0.063591   0.015002   0.078593
       6500   0.066025   0.018036   0.084061
       6000   0.068586   0.021412   0.089998
       5500   0.071286   0.025144    0.09643
       5000   0.074133   0.029245   0.103378
       4500   0.077134   0.034373   0.111507
       4000   0.080297   0.041601   0.121897
       3500    0.08363   0.051628   0.135258
       3000   0.087146   0.065341   0.152487
       2500   0.090853     0.0851   0.175953
       2000    0.09476   0.112435   0.207195
       1500   0.098872   0.243836   0.342708
       1000   0.103184    1.71555    1.81874
        500   0.107711    5.61968    5.72739
          0   0.112704    9.52368    9.63639
