500
   12  140    5.1308
   12  160    5.1154
   24 -180    5.2736
   24 -160    5.2822
   24 -140    5.3078
   24 -120      5.35
   24 -100    5.4065
   24  -80    5.4722
   24  -60    5.5394
   24  -40     5.598
   24  -20     5.638
   24    0    5.6523
   24   20     5.638
   24   40     5.598
   24   60    5.5394
   24   80    5.4722
   24  100    5.4065
   24  120      5.35
   24  140    5.3078
   24  160    5.2822
   36 -180    5.6815
   36 -160    5.6909
   36 -140    5.7202
   36 -120    5.7716
   36 -100    5.8453
   36  -80    5.9366
   36  -60    6.0345
   36  -40     6.123
   36  -20     6.185
   36    0    6.2073
   36   20     6.185
   36   40     6.123
   36   60    6.0345
   36   80    5.9366
   36  100    5.8453
   36  120    5.7716
   36  140    5.7202
   36  160    5.6909
   48 -180    6.4584
   48 -160    6.4655
   48 -140    6.4898
   48 -120    6.5387
   48 -100    6.6177
   48  -80    6.7251
   48  -60    6.8477
   48  -40    6.9633
   48  -20    7.0463
   48    0    7.0765
   48   20    7.0463
   48   40    6.9633
   48   60    6.8477
   48   80    6.7251
   48  100    6.6177
   48  120    6.5387
   48  140    6.4898
   48  160    6.4655
   60 -180    7.8528
   60 -160    7.8534
   60 -140    7.8615
   60 -120     7.892
   60 -100    7.9598
   60  -80    8.0685
   60  -60     8.205
   60  -40     8.341
   60  -20    8.4417
   60    0    8.4789
   60   20    8.4417
   60   40     8.341
   60   60     8.205
   60   80    8.0685
   60  100    7.9598
   60  120     7.892
   60  140    7.8615
   60  160    7.8534
   72 -180    10.343
   72 -160    10.332
   72 -140     10.31
   72 -120    10.302
   72 -100    10.335
   72  -80    10.421
   72  -60    10.549
   72  -40    10.689
   72  -20    10.797
   72    0    10.837
   72   20    10.797
   72   40    10.689
   72   60    10.549
   72   80    10.421
   72  100    10.335
   72  120    10.302
   72  140     10.31
   72  160    10.332
   84 -180      13.6
