      29500   0.000458   1.8e-005   0.000476
      29000   0.000943   3.9e-005   0.000983
      28500   0.001458   6.4e-005   0.001521
      28000   0.002003   9.1e-005   0.002094
      27500    0.00258   0.000123   0.002703
      27000   0.003193    0.00016   0.003352
      26500   0.003842   0.000201   0.004043
      26000    0.00453    0.00025    0.00478
      25500    0.00526   0.000305   0.005565
      25000   0.006035   0.000368   0.006403
      24500   0.006849   0.000443   0.007292
      24000   0.007698   0.000535   0.008233
      23500   0.008583   0.000649   0.009232
      23000   0.009506   0.000789   0.010294
      22500   0.010464   0.000958   0.011422
      22000   0.011457   0.001157   0.012615
      21500   0.012478   0.001384   0.013862
      21000    0.01352   0.001632   0.015152
      20500   0.014591   0.001902   0.016493
      20000   0.015697   0.002195   0.017892
      19500   0.016828   0.002498   0.019326
      19000   0.017975   0.002799   0.020774
      18500    0.01914   0.003091   0.022231
      18000   0.020328   0.003368   0.023696
      17500   0.021537   0.003623   0.025161
      17000    0.02277   0.003856   0.026626
      16500   0.024028    0.00407   0.028098
      16000   0.025319   0.004273   0.029592
      15500    0.02665   0.004472   0.031122
      15000   0.028033   0.004674   0.032707
      14500   0.029476   0.004884    0.03436
      14000   0.030993   0.005106   0.036099
      13500    0.03259   0.005344   0.037933
      13000   0.034276     0.0056   0.039876
      12500   0.036063   0.005882   0.041945
      12000   0.037965   0.006196   0.044162
      11500   0.039985   0.006546   0.046531
      11000   0.042124   0.006937   0.049061
      10500   0.044373   0.007394   0.051766
      10000   0.046724   0.007938   0.054662
       9500   0.049189     0.0086   0.057789
       9000   0.051786   0.009436   0.061222
       8500   0.054519   0.010535   0.065054
       8000   0.057398    0.01203   0.069428
       7500   0.060435   0.014063   0.074498
       7000   0.063646   0.016828   0.080474
       6500   0.067037   0.020216   0.087253
       6000   0.070616   0.023986   0.094602
       5500   0.074394   0.028154   0.102548
       5000   0.078382   0.032734   0.111115
       4500   0.082588   0.038459   0.121047
       4000   0.087021   0.046531   0.133552
       3500   0.091694   0.057728   0.149422
       3000   0.096616   0.073041   0.169658
       2500     0.1018   0.094166   0.195966
       2000   0.107255   0.121871   0.229126
       1500    0.11299   0.252731   0.365722
       1000   0.119016    1.71839     1.8374
        500   0.125344    5.60644    5.73179
          0   0.131794    9.49439    9.62618
