Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.445336e+001  6.962434e+001  0.000000e+000  1.758103e+001  7.248000e+000  18.613445
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.427783e+001  6.908399e+001  0.000000e+000  1.805184e+001  7.142000e+000  19.147491
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.083529e+001  6.607184e+001  0.000000e+000  1.747265e+001  7.290800e+000  19.235529
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  8.625889e+001  6.225492e+001  0.000000e+000  1.634177e+001  7.662200e+000  18.945032
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  7.513802e+001  5.245968e+001  0.000000e+000  1.381563e+001  8.862700e+000  18.387005
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  6.352418e+001  4.166423e+001  0.000000e+000  1.149494e+001  1.036500e+001  18.095382
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  4.448503e+001  2.535034e+001  0.000000e+000  6.306685e+000  1.282800e+001  14.177097
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.465045e+001  6.962434e+001  0.000000e+000  1.777811e+001  7.248000e+000  18.782910
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.506865e+001  6.962434e+001  0.000000e+000  1.819631e+001  7.248000e+000  19.140181
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.470174e+001  6.962434e+001  0.000000e+000  1.782940e+001  7.248000e+000  18.826898
Target Albedo = 0.650000    Background Albedo = 0.050000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.460892e+001  6.962434e+001  0.000000e+000  1.773659e+001  7.248000e+000  18.747265
