Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.517449e+001  6.962434e+001  0.000000e+000  1.830215e+001  7.248000e+000  19.230101
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.477456e+001  6.908399e+001  0.000000e+000  1.854857e+001  7.142000e+000  19.571250
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.125519e+001  6.607184e+001  0.000000e+000  1.789255e+001  7.290800e+000  19.607162
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  8.657604e+001  6.225492e+001  0.000000e+000  1.665893e+001  7.662200e+000  19.241958
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  7.533588e+001  5.245968e+001  0.000000e+000  1.401350e+001  8.862700e+000  18.601360
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  6.358729e+001  4.166423e+001  0.000000e+000  1.155806e+001  1.036500e+001  18.176681
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  4.448932e+001  2.535034e+001  0.000000e+000  6.310983e+000  1.282800e+001  14.185388
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.664685e+001  6.962434e+001  0.000000e+000  1.977451e+001  7.248000e+000  20.460585
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.727325e+001  6.962434e+001  0.000000e+000  2.040092e+001  7.248000e+000  20.972791
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.697002e+001  6.962434e+001  0.000000e+000  2.009768e+001  7.248000e+000  20.725662
Target Albedo = 0.650000    Background Albedo = 0.350000
WL             TotalRad       TargetRad      BeamEn         AdjRad         PathRad        A/T(%)
5.000000e+002  9.634256e+001  6.962434e+001  0.000000e+000  1.947022e+001  7.248000e+000  20.209370
