      29500   0.000363   1.9e-005   0.000381
      29000   0.000748     4e-005   0.000788
      28500   0.001156   6.5e-005    0.00122
      28000   0.001589   9.3e-005   0.001682
      27500   0.002049   0.000125   0.002174
      27000   0.002538   0.000162     0.0027
      26500   0.003057   0.000205   0.003262
      26000   0.003608   0.000254   0.003862
      25500   0.004193    0.00031   0.004503
      25000   0.004815   0.000374    0.00519
      24500   0.005471   0.000451   0.005922
      24000   0.006158   0.000545   0.006703
      23500   0.006877    0.00066   0.007537
      23000    0.00763   0.000803   0.008433
      22500   0.008418   0.000974   0.009392
      22000   0.009238   0.001178   0.010416
      21500   0.010089   0.001408   0.011497
      21000   0.010966   0.001661   0.012627
      20500   0.011876   0.001936   0.013811
      20000   0.012823   0.002233   0.015056
      19500   0.013802   0.002541   0.016344
      19000   0.014808   0.002848   0.017656
      18500   0.015844   0.003145   0.018989
      18000   0.016914   0.003426   0.020341
      17500   0.018019   0.003687   0.021706
      17000   0.019161   0.003923   0.023084
      16500   0.020345    0.00414   0.024485
      16000   0.021576   0.004347   0.025923
      15500   0.022862    0.00455   0.027411
      15000   0.024213   0.004755   0.028969
      14500   0.025639   0.004969   0.030608
      14000    0.02715   0.005195   0.032345
      13500   0.028754   0.005436    0.03419
      13000    0.03046   0.005698   0.036158
      12500   0.032282   0.005985   0.038266
      12000   0.034231   0.006304   0.040535
      11500   0.036313    0.00666   0.042973
      11000   0.038535   0.007057   0.045593
      10500   0.040887   0.007522   0.048408
      10000   0.043362   0.008074   0.051437
       9500   0.045971   0.008748   0.054718
       9000   0.048727   0.009597   0.058325
       8500   0.051638   0.010714   0.062352
       8000   0.054712   0.012234   0.066946
       7500   0.057962     0.0143   0.072262
       7000   0.061398    0.01711   0.078508
       6500   0.065031   0.020554   0.085585
       6000   0.068868   0.024385   0.093253
       5500    0.07292    0.02862    0.10154
       5000   0.077198   0.033275   0.110472
       4500    0.08171   0.039094   0.120804
       4000   0.086467   0.047296   0.133763
       3500    0.09148   0.058676   0.150156
       3000    0.09676   0.074239   0.170999
       2500   0.102319   0.095574   0.197893
       2000   0.108166    0.12333   0.231496
       1500   0.114313   0.254067    0.36838
       1000   0.120769    1.71835    1.83912
        500   0.127548    5.60275     5.7303
          0   0.134052    9.48727    9.62132
