      29500   0.000477   1.8e-005   0.000495
      29000   0.000982   3.9e-005   0.001021
      28500   0.001517   6.3e-005    0.00158
      28000   0.002084     9e-005   0.002174
      27500   0.002685   0.000121   0.002807
      27000   0.003322   0.000157   0.003479
      26500   0.003997   0.000198   0.004195
      26000   0.004712   0.000245   0.004958
      25500    0.00547     0.0003    0.00577
      25000   0.006274   0.000362   0.006636
      24500   0.007119   0.000436   0.007555
      24000   0.007998   0.000527   0.008525
      23500   0.008914   0.000639   0.009552
      23000   0.009868   0.000776   0.010644
      22500   0.010858   0.000942     0.0118
      22000   0.011879   0.001139   0.013018
      21500   0.012928   0.001362   0.014289
      21000   0.013995   0.001606     0.0156
      20500   0.015088   0.001871   0.016959
      20000   0.016213   0.002159   0.018372
      19500    0.01736   0.002457   0.019817
      19000   0.018518   0.002753   0.021271
      18500   0.019689   0.003041   0.022729
      18000   0.020877   0.003313    0.02419
      17500    0.02208   0.003564   0.025644
      17000     0.0233   0.003793   0.027093
      16500   0.024538   0.004003   0.028541
      16000   0.025802   0.004203   0.030004
      15500   0.027098   0.004398   0.031496
      15000   0.028438   0.004597   0.033036
      14500   0.029832   0.004804   0.034635
      14000   0.031291   0.005022   0.036313
      13500   0.032821   0.005256   0.038077
      13000   0.034432   0.005508    0.03994
      12500   0.036134   0.005786    0.04192
      12000   0.037942   0.006095   0.044037
      11500   0.039855   0.006439   0.046294
      11000   0.041876   0.006823   0.048699
      10500   0.043992   0.007272   0.051264
      10000     0.0462   0.007807   0.054007
       9500   0.048508    0.00846   0.056967
       9000   0.050936   0.009283   0.060219
       8500   0.053488   0.010365   0.063853
       8000   0.056175   0.011837   0.068012
       7500   0.059009   0.013839   0.072848
       7000   0.062003   0.016561   0.078565
       6500   0.065167   0.019898   0.085065
       6000   0.068508   0.023609   0.092118
       5500   0.072037   0.027713    0.09975
       5000   0.075764   0.032222   0.107986
       4500     0.0797   0.037859    0.11756
       4000   0.083854   0.045806   0.129661
       3500   0.088239   0.056831    0.14507
       3000   0.092863   0.071909   0.164772
       2500   0.097743   0.092834   0.190577
       2000   0.102889   0.120492   0.223381
       1500   0.108302   0.251471   0.359773
       1000   0.113997    1.71846    1.83245
        500   0.119997    5.61005    5.73004
          0   0.126327    9.50177     9.6281
