Scatter phase function type: Aerosol, Improved H-G.
asymetry factor: 0.9
  1.745329e-002  1.648393e-001
  3.490659e-002  3.171808e-001
  5.235988e-002  4.487591e-001
  6.981317e-002  5.568649e-001
  8.726646e-002  6.429294e-001
  1.047198e-001  7.103486e-001
  1.221730e-001  7.628944e-001
  1.396263e-001  8.039346e-001
  1.570796e-001  8.361941e-001
  1.745329e-001  8.617730e-001
  1.919862e-001  8.822532e-001
  2.094395e-001  8.988162e-001
  2.268928e-001  9.123440e-001
  2.443461e-001  9.234979e-001
  2.617994e-001  9.327770e-001
  2.792527e-001  9.405613e-001
  2.967060e-001  9.471425e-001
  3.141593e-001  9.527471e-001
  3.316126e-001  9.575520e-001
  3.490659e-001  9.616968e-001
  3.665191e-001  9.652930e-001
  3.839724e-001  9.684297e-001
  4.014257e-001  9.711793e-001
  4.188790e-001  9.736006e-001
  4.363323e-001  9.757420e-001
  4.537856e-001  9.776433e-001
  4.712389e-001  9.793378e-001
  4.886922e-001  9.808533e-001
  5.061455e-001  9.822130e-001
  5.235988e-001  9.834368e-001
  5.410521e-001  9.845414e-001
  5.585054e-001  9.855410e-001
  5.759587e-001  9.864481e-001
  5.934119e-001  9.872730e-001
  6.108652e-001  9.880251e-001
  6.283185e-001  9.887121e-001
  6.457718e-001  9.893411e-001
  6.632251e-001  9.899179e-001
  6.806784e-001  9.904481e-001
  6.981317e-001  9.909360e-001
  7.155850e-001  9.913860e-001
  7.330383e-001  9.918016e-001
  7.504916e-001  9.921860e-001
  7.679449e-001  9.925421e-001
  7.853982e-001  9.928725e-001
  8.028515e-001  9.931794e-001
  8.203047e-001  9.934649e-001
  8.377580e-001  9.937308e-001
  8.552113e-001  9.939787e-001
  8.726646e-001  9.942103e-001
  8.901179e-001  9.944267e-001
  9.075712e-001  9.946292e-001
  9.250245e-001  9.948189e-001
  9.424778e-001  9.949969e-001
  9.599311e-001  9.951640e-001
  9.773844e-001  9.953210e-001
  9.948377e-001  9.954688e-001
  1.012291e+000  9.956080e-001
  1.029744e+000  9.957392e-001
  1.047198e+000  9.958630e-001
  1.064651e+000  9.959799e-001
  1.082104e+000  9.960905e-001
  1.099557e+000  9.961952e-001
  1.117011e+000  9.962944e-001
  1.134464e+000  9.963884e-001
  1.151917e+000  9.964777e-001
  1.169371e+000  9.965626e-001
  1.186824e+000  9.966433e-001
  1.204277e+000  9.967201e-001
  1.221730e+000  9.967933e-001
  1.239184e+000  9.968631e-001
  1.256637e+000  9.969298e-001
  1.274090e+000  9.969936e-001
  1.291544e+000  9.970546e-001
  1.308997e+000  9.971130e-001
  1.326450e+000  9.971691e-001
  1.343904e+000  9.972228e-001
  1.361357e+000  9.972745e-001
  1.378810e+000  9.973242e-001
  1.396263e+000  9.973721e-001
  1.413717e+000  9.974182e-001
  1.431170e+000  9.974627e-001
  1.448623e+000  9.975057e-001
  1.466077e+000  9.975472e-001
  1.483530e+000  9.975875e-001
  1.500983e+000  9.976265e-001
  1.518436e+000  9.976643e-001
  1.535890e+000  9.977011e-001
  1.553343e+000  9.977368e-001
  1.570796e+000  9.977715e-001
  1.588250e+000  9.978054e-001
  1.605703e+000  9.978385e-001
  1.623156e+000  9.978707e-001
  1.640609e+000  9.979022e-001
  1.658063e+000  9.979331e-001
  1.675516e+000  9.979633e-001
  1.692969e+000  9.979929e-001
  1.710423e+000  9.980220e-001
  1.727876e+000  9.980505e-001
  1.745329e+000  9.980786e-001
  1.762783e+000  9.981062e-001
  1.780236e+000  9.981334e-001
  1.797689e+000  9.981602e-001
  1.815142e+000  9.981866e-001
  1.832596e+000  9.982128e-001
  1.850049e+000  9.982386e-001
  1.867502e+000  9.982641e-001
  1.884956e+000  9.982894e-001
  1.902409e+000  9.983144e-001
  1.919862e+000  9.983392e-001
  1.937315e+000  9.983638e-001
  1.954769e+000  9.983882e-001
  1.972222e+000  9.984125e-001
  1.989675e+000  9.984366e-001
  2.007129e+000  9.984605e-001
  2.024582e+000  9.984843e-001
  2.042035e+000  9.985081e-001
  2.059489e+000  9.985317e-001
  2.076942e+000  9.985552e-001
  2.094395e+000  9.985786e-001
  2.111848e+000  9.986020e-001
  2.129302e+000  9.986253e-001
  2.146755e+000  9.986486e-001
  2.164208e+000  9.986718e-001
  2.181662e+000  9.986950e-001
  2.199115e+000  9.987182e-001
  2.216568e+000  9.987413e-001
  2.234021e+000  9.987644e-001
  2.251475e+000  9.987875e-001
  2.268928e+000  9.988106e-001
  2.286381e+000  9.988337e-001
  2.303835e+000  9.988568e-001
  2.321288e+000  9.988799e-001
  2.338741e+000  9.989031e-001
  2.356194e+000  9.989262e-001
  2.373648e+000  9.989494e-001
  2.391101e+000  9.989726e-001
  2.408554e+000  9.989958e-001
  2.426008e+000  9.990190e-001
  2.443461e+000  9.990423e-001
  2.460914e+000  9.990656e-001
  2.478368e+000  9.990889e-001
  2.495821e+000  9.991123e-001
  2.513274e+000  9.991357e-001
  2.530727e+000  9.991591e-001
  2.548181e+000  9.991826e-001
  2.565634e+000  9.992061e-001
  2.583087e+000  9.992296e-001
  2.600541e+000  9.992532e-001
  2.617994e+000  9.992768e-001
  2.635447e+000  9.993005e-001
  2.652900e+000  9.993242e-001
  2.670354e+000  9.993480e-001
  2.687807e+000  9.993717e-001
  2.705260e+000  9.993956e-001
  2.722714e+000  9.994194e-001
  2.740167e+000  9.994433e-001
  2.757620e+000  9.994672e-001
  2.775074e+000  9.994912e-001
  2.792527e+000  9.995152e-001
  2.809980e+000  9.995392e-001
  2.827433e+000  9.995633e-001
  2.844887e+000  9.995874e-001
  2.862340e+000  9.996115e-001
  2.879793e+000  9.996356e-001
  2.897247e+000  9.996598e-001
  2.914700e+000  9.996840e-001
  2.932153e+000  9.997082e-001
  2.949606e+000  9.997324e-001
  2.967060e+000  9.997567e-001
  2.984513e+000  9.997810e-001
  3.001966e+000  9.998053e-001
  3.019420e+000  9.998296e-001
